Profit,Age,Purchase History,Customer Segment,Property Value
872.89,41,44,Affluent Customer,8
70.92,41,44,Affluent Customer,8
1592.19,41,44,Affluent Customer,8
139.23,41,44,Affluent Customer,8
827.16,41,44,Affluent Customer,8
144.26,41,44,Affluent Customer,8
75.75,35,13,Affluent Customer,11
133.38,35,13,Affluent Customer,11
70.92,35,13,Affluent Customer,11
512.33,35,13,Affluent Customer,11
802.26,35,13,Affluent Customer,11
75.75,39,83,Mass Customer,12
802.26,39,83,Mass Customer,12
14.23,39,83,Mass Customer,12
133.38,39,83,Mass Customer,12
745.94,39,83,Mass Customer,12
35.13,39,83,Mass Customer,12
1544.61,39,83,Mass Customer,12
827.16,39,83,Mass Customer,12
1305.25,39,83,Mass Customer,12
14.23,49,98,Mass Customer,6
4.8,49,98,Mass Customer,6
1806.79,49,98,Mass Customer,6
4.8,49,98,Mass Customer,6
1806.79,25,41,Affluent Customer,10
834.94,25,41,Affluent Customer,10
617.67,25,41,Affluent Customer,10
641.64,25,41,Affluent Customer,10
456.45,25,41,Affluent Customer,10
1230.27,25,41,Affluent Customer,10
431.33,49,28,Affluent Customer,9
198.29,49,28,Affluent Customer,9
583.27,49,28,Affluent Customer,9
641.64,49,28,Affluent Customer,9
75.48,58,73,Mass Customer,10
198.29,58,73,Mass Customer,10
456.45,58,73,Mass Customer,10
1531.93,58,73,Mass Customer,10
75.75,58,73,Mass Customer,10
1028.76,58,73,Mass Customer,10
75.48,58,73,Mass Customer,10
1279.4,58,73,Mass Customer,10
145.94,58,73,Mass Customer,10
1592.19,58,73,Mass Customer,10
400.65,58,73,Mass Customer,10
129.01,58,73,Mass Customer,10
583.27,47,17,High Net Worth,11
90.1,47,17,High Net Worth,11
145.94,47,17,High Net Worth,11
135.85,47,17,High Net Worth,11
1295.43,47,17,High Net Worth,11
75.14,22,37,High Net Worth,10
357.74,22,37,High Net Worth,10
451.65,41,2,High Net Worth,8
1295.43,41,2,High Net Worth,8
25.02,62,39,High Net Worth,10
903.11,62,39,High Net Worth,10
195.34,62,39,High Net Worth,10
827.16,62,39,High Net Worth,10
547.28,62,39,High Net Worth,10
771.12,52,16,Mass Customer,12
1230.27,52,16,Mass Customer,12
1592.19,52,16,Mass Customer,12
35.13,52,16,Mass Customer,12
400.65,52,16,Mass Customer,12
400.65,44,9,Mass Customer,8
450.77,44,9,Mass Customer,8
1806.79,44,9,Mass Customer,8
25.02,44,9,Mass Customer,8
400.65,44,9,Mass Customer,8
573.45,44,9,Mass Customer,8
509.97,44,9,Mass Customer,8
209.84,44,9,Mass Customer,8
25.02,44,9,Mass Customer,8
547.28,21,60,Mass Customer,4
144.26,21,60,Mass Customer,4
209.84,21,60,Mass Customer,4
771.12,21,60,Mass Customer,4
456.45,21,60,Mass Customer,4
509.97,21,60,Mass Customer,4
1630.25,40,33,Affluent Customer,7
75.75,40,33,Affluent Customer,7
512.33,40,33,Affluent Customer,7
91.15,23,30,Affluent Customer,8
145.94,23,30,Affluent Customer,8
133.38,23,30,Affluent Customer,8
1295.43,57,80,Mass Customer,9
509.97,57,80,Mass Customer,9
309.81,57,80,Mass Customer,9
155.65,57,80,Mass Customer,9
110.81,57,80,Mass Customer,9
451.65,57,80,Mass Customer,9
641.64,57,80,Mass Customer,9
152.55,57,80,Mass Customer,9
133.78,57,80,Mass Customer,9
903.11,57,80,Mass Customer,9
830.24,33,81,Mass Customer,8
144.26,33,81,Mass Customer,8
114.93,33,81,Mass Customer,8
872.89,33,81,Mass Customer,8
199.1,33,81,Mass Customer,8
827.16,33,81,Mass Customer,8
182.81,33,81,Mass Customer,8
1230.3,43,14,High Net Worth,8
309.81,43,14,High Net Worth,8
14.23,43,14,High Net Worth,8
512.33,43,12,Mass Customer,7
144.26,43,12,Mass Customer,7
583.27,43,12,Mass Customer,7
834.94,43,12,Mass Customer,7
64.51,43,12,Mass Customer,7
75.14,43,12,Mass Customer,7
135.85,43,12,Mass Customer,7
445.21,43,12,Mass Customer,7
128.46,28,63,Mass Customer,3
155.65,28,63,Mass Customer,3
90.1,28,63,Mass Customer,3
531.96,28,63,Mass Customer,3
75.75,57,19,Mass Customer,7
448.68,57,19,Mass Customer,7
144.26,57,19,Mass Customer,7
1702.55,57,19,Mass Customer,7
745.94,57,19,Mass Customer,7
1702.55,57,19,Mass Customer,7
1702.55,57,19,Mass Customer,7
547.28,52,80,Mass Customer,12
45.96,52,80,Mass Customer,12
817.36,52,80,Mass Customer,12
431.33,52,42,Affluent Customer,8
872.89,52,42,Affluent Customer,8
1630.25,52,42,Affluent Customer,8
1103.43,52,42,Affluent Customer,8
64.51,52,42,Affluent Customer,8
15.08,52,42,Affluent Customer,8
1702.55,45,98,Mass Customer,7
129.01,45,98,Mass Customer,7
309.81,45,98,Mass Customer,7
573.45,45,98,Mass Customer,7
139.23,45,98,Mass Customer,7
45.96,45,98,Mass Customer,7
1531.93,45,98,Mass Customer,7
817.36,46,1,Mass Customer,7
64.93,46,1,Mass Customer,7
143.36,46,1,Mass Customer,7
43.97,46,1,Mass Customer,7
456.45,46,1,Mass Customer,7
189.28,46,1,Mass Customer,7
199.1,46,1,Mass Customer,7
583.27,46,1,Mass Customer,7
75.75,50,66,Mass Customer,10
709.34,50,66,Mass Customer,10
357.74,50,66,Mass Customer,10
14.23,50,66,Mass Customer,10
451.65,44,50,Mass Customer,9
509.97,44,50,Mass Customer,9
797.61,44,50,Mass Customer,9
834.94,44,50,Mass Customer,9
1295.43,44,50,Mass Customer,9
143.36,44,50,Mass Customer,9
583.27,44,50,Mass Customer,9
209.84,53,42,Mass Customer,12
1702.55,53,42,Mass Customer,12
1069.55,53,42,Mass Customer,12
139.23,53,42,Mass Customer,12
155.65,26,65,High Net Worth,8
448.68,26,65,High Net Worth,8
72.6,26,65,High Net Worth,8
872.89,26,65,High Net Worth,8
1305.25,48,74,Mass Customer,9
1305.25,48,74,Mass Customer,9
198.29,48,74,Mass Customer,9
921.46,48,74,Mass Customer,9
145.94,48,74,Mass Customer,9
91.15,48,74,Mass Customer,9
1103.43,48,74,Mass Customer,9
198.29,48,74,Mass Customer,9
1660.88,45,36,Affluent Customer,8
72.6,45,36,Affluent Customer,8
152.55,45,36,Affluent Customer,8
448.68,45,36,Affluent Customer,8
139.23,45,36,Affluent Customer,8
903.11,45,36,Affluent Customer,8
374.09,45,36,Affluent Customer,8
531.96,45,36,Affluent Customer,8
693.76,49,20,High Net Worth,9
139.23,49,20,High Net Worth,9
812.44,49,20,High Net Worth,9
737.57,49,20,High Net Worth,9
357.74,49,20,High Net Worth,9
1531.93,49,20,High Net Worth,9
167.21,35,65,High Net Worth,10
1069.55,35,65,High Net Worth,10
43.97,35,65,High Net Worth,10
617.67,35,65,High Net Worth,10
450.77,35,65,High Net Worth,10
199.1,35,65,High Net Worth,10
547.28,35,65,High Net Worth,10
1630.25,35,65,High Net Worth,10
45.96,45,81,Mass Customer,10
25.02,45,81,Mass Customer,10
641.64,44,53,Mass Customer,10
812.44,44,53,Mass Customer,10
1617.3,44,53,Mass Customer,10
1295.43,44,53,Mass Customer,10
201.35,44,53,Mass Customer,10
771.12,44,53,Mass Customer,10
509.97,44,53,Mass Customer,10
802.26,63,9,Mass Customer,6
817.36,63,9,Mass Customer,6
75.14,63,9,Mass Customer,6
1103.43,63,9,Mass Customer,6
872.89,63,9,Mass Customer,6
1702.55,63,9,Mass Customer,6
573.45,18,4,Mass Customer,10
155.65,18,4,Mass Customer,10
448.68,18,4,Mass Customer,10
1702.55,18,4,Mass Customer,10
812.44,18,4,Mass Customer,10
903.11,26,98,High Net Worth,7
872.89,26,98,High Net Worth,7
128.46,26,98,High Net Worth,7
771.12,26,98,High Net Worth,7
64.51,26,98,High Net Worth,7
43.97,26,98,High Net Worth,7
1305.25,26,98,High Net Worth,7
64.51,26,98,High Net Worth,7
573.45,25,13,Mass Customer,7
1544.61,25,13,Mass Customer,7
812.44,25,13,Mass Customer,7
1028.76,25,13,Mass Customer,7
1028.76,25,13,Mass Customer,7
43.97,25,13,Mass Customer,7
1230.27,25,13,Mass Customer,7
1028.76,25,13,Mass Customer,7
1230.27,25,13,Mass Customer,7
512.33,25,13,Mass Customer,7
152.55,46,4,Mass Customer,9
797.61,46,4,Mass Customer,9
64.51,46,4,Mass Customer,9
827.16,46,4,Mass Customer,9
812.44,46,4,Mass Customer,9
1617.3,46,4,Mass Customer,9
451.65,46,4,Mass Customer,9
110.56,46,4,Mass Customer,9
459.46,33,46,Mass Customer,10
434.14,33,46,Mass Customer,10
908.77,33,46,Mass Customer,10
133.38,33,46,Mass Customer,10
198.29,33,46,Mass Customer,10
167.21,55,90,Mass Customer,3
1702.55,46,36,Mass Customer,6
129.01,46,36,Mass Customer,6
400.65,46,36,Mass Customer,6
834.94,46,36,Mass Customer,6
195.34,23,11,High Net Worth,9
1028.76,23,11,High Net Worth,9
1630.25,23,11,High Net Worth,9
921.46,23,11,High Net Worth,9
129.01,23,11,High Net Worth,9
797.61,23,11,High Net Worth,9
872.89,23,11,High Net Worth,9
217.51,25,10,High Net Worth,7
35.13,25,10,High Net Worth,7
1531.93,25,10,High Net Worth,7
817.36,25,10,High Net Worth,7
90.1,65,53,High Net Worth,6
90.1,65,53,High Net Worth,6
25.02,65,53,High Net Worth,6
451.65,65,53,High Net Worth,6
531.96,65,53,High Net Worth,6
1630.25,48,20,High Net Worth,10
209.84,48,20,High Net Worth,10
91.15,48,20,High Net Worth,10
198.29,48,20,High Net Worth,10
152.55,19,19,Affluent Customer,9
227.26,19,19,Affluent Customer,9
1230.27,19,19,Affluent Customer,9
35.13,19,19,Affluent Customer,9
199.1,19,19,Affluent Customer,9
128.46,19,19,Affluent Customer,9
35.13,63,99,Mass Customer,7
110.81,63,99,Mass Customer,7
641.64,42,49,High Net Worth,12
35.13,42,49,High Net Worth,12
1055.82,42,49,High Net Worth,12
4.8,42,49,High Net Worth,12
43.97,42,49,High Net Worth,12
691.01,42,49,High Net Worth,12
72.6,46,52,Affluent Customer,8
75.14,46,52,Affluent Customer,8
448.68,46,52,Affluent Customer,8
1230.3,46,52,Affluent Customer,8
15.08,46,52,Affluent Customer,8
450.77,46,52,Affluent Customer,8
817.36,46,52,Affluent Customer,8
448.68,39,59,Mass Customer,8
1660.88,39,59,Mass Customer,8
25.02,39,59,Mass Customer,8
834.94,43,97,Affluent Customer,7
1134.8,43,97,Affluent Customer,7
431.33,43,97,Affluent Customer,7
129.01,43,97,Affluent Customer,7
1230.3,43,97,Affluent Customer,7
737.57,43,97,Affluent Customer,7
445.21,43,97,Affluent Customer,7
1592.19,43,97,Affluent Customer,7
802.26,43,97,Affluent Customer,7
583.27,43,97,Affluent Customer,7
167.21,43,97,Affluent Customer,7
129.01,22,71,High Net Worth,9
1055.82,22,71,High Net Worth,9
617.67,22,71,High Net Worth,9
1544.61,22,71,High Net Worth,9
209.84,39,68,High Net Worth,10
459.46,53,59,Affluent Customer,5
400.65,53,59,Affluent Customer,5
1531.93,53,59,Affluent Customer,5
133.38,53,59,Affluent Customer,5
709.34,53,59,Affluent Customer,5
451.65,53,59,Affluent Customer,5
75.48,53,59,Affluent Customer,5
1305.25,53,59,Affluent Customer,5
72.6,53,59,Affluent Customer,5
135.85,35,73,Mass Customer,6
450.77,35,73,Mass Customer,6
198.29,35,73,Mass Customer,6
195.34,46,62,Mass Customer,9
737.57,46,62,Mass Customer,9
374.09,46,62,Mass Customer,9
1702.55,46,62,Mass Customer,9
903.11,46,62,Mass Customer,9
1069.55,46,62,Mass Customer,9
691.01,46,62,Mass Customer,9
90.1,46,62,Mass Customer,9
1230.3,53,43,Mass Customer,9
217.51,53,43,Mass Customer,9
189.28,53,43,Mass Customer,9
1660.88,53,43,Mass Customer,9
921.46,53,43,Mass Customer,9
128.46,53,43,Mass Customer,9
512.33,53,43,Mass Customer,9
199.1,53,43,Mass Customer,9
745.94,58,71,Affluent Customer,11
1806.79,58,71,Affluent Customer,11
1028.76,58,71,Affluent Customer,11
57.73,58,71,Affluent Customer,11
144.26,58,71,Affluent Customer,11
57.73,58,71,Affluent Customer,11
903.11,34,62,Mass Customer,3
583.27,34,62,Mass Customer,3
641.64,25,84,Mass Customer,8
451.65,25,84,Mass Customer,8
737.57,25,84,Mass Customer,8
1279.4,25,84,Mass Customer,8
834.94,25,84,Mass Customer,8
1617.3,25,84,Mass Customer,8
199.1,25,84,Mass Customer,8
1344.33,58,99,Mass Customer,9
1305.25,58,99,Mass Customer,9
43.97,58,99,Mass Customer,9
445.21,58,99,Mass Customer,9
43.97,58,99,Mass Customer,9
583.27,58,99,Mass Customer,9
110.56,58,99,Mass Customer,9
209.84,58,99,Mass Customer,9
450.77,51,70,Mass Customer,8
459.46,51,70,Mass Customer,8
1055.82,51,70,Mass Customer,8
217.51,51,70,Mass Customer,8
456.45,51,70,Mass Customer,8
512.33,51,70,Mass Customer,8
1230.3,51,70,Mass Customer,8
448.68,51,70,Mass Customer,8
110.56,51,70,Mass Customer,8
1103.43,59,39,Mass Customer,11
41.13,59,39,Mass Customer,11
201.35,59,39,Mass Customer,11
209.84,59,39,Mass Customer,11
802.26,59,39,Mass Customer,11
434.14,59,39,Mass Customer,11
1279.4,59,39,Mass Customer,11
114.93,59,39,Mass Customer,11
35.13,46,42,High Net Worth,10
1230.3,46,42,High Net Worth,10
1134.8,46,42,High Net Worth,10
1069.55,46,42,High Net Worth,10
133.38,46,42,High Net Worth,10
802.26,46,42,High Net Worth,10
64.51,46,42,High Net Worth,10
817.36,46,42,High Net Worth,10
1103.43,46,42,High Net Worth,10
227.26,58,37,High Net Worth,7
227.26,58,37,High Net Worth,7
133.78,58,37,High Net Worth,7
1630.25,58,37,High Net Worth,7
1230.27,58,37,High Net Worth,7
1702.55,58,37,High Net Worth,7
1295.43,34,55,Mass Customer,5
45.96,34,55,Mass Customer,5
90.1,34,55,Mass Customer,5
1660.88,34,55,Mass Customer,5
1630.25,34,55,Mass Customer,5
797.61,61,64,Affluent Customer,11
693.76,61,64,Affluent Customer,11
583.27,61,64,Affluent Customer,11
1010.02,61,64,Affluent Customer,11
309.81,61,64,Affluent Customer,11
547.28,61,64,Affluent Customer,11
144.26,61,64,Affluent Customer,11
617.67,33,5,High Net Worth,11
45.96,33,5,High Net Worth,11
1134.8,33,5,High Net Worth,11
1660.88,33,5,High Net Worth,11
1230.27,33,5,High Net Worth,11
357.74,33,5,High Net Worth,11
45.96,33,5,High Net Worth,11
1028.76,55,59,Affluent Customer,7
812.44,55,59,Affluent Customer,7
1103.43,55,59,Affluent Customer,7
771.12,55,59,Affluent Customer,7
374.09,55,59,Affluent Customer,7
128.46,40,84,Mass Customer,8
1702.55,40,84,Mass Customer,8
1702.55,40,84,Mass Customer,8
133.78,43,91,Mass Customer,4
1010.02,43,91,Mass Customer,4
448.68,43,91,Mass Customer,4
1617.3,43,91,Mass Customer,4
1055.82,43,91,Mass Customer,4
691.01,43,91,Mass Customer,4
451.65,43,91,Mass Customer,4
1230.3,43,91,Mass Customer,4
1230.3,43,91,Mass Customer,4
227.26,53,85,Mass Customer,9
771.12,53,85,Mass Customer,9
1010.02,50,5,Mass Customer,4
309.81,50,5,Mass Customer,4
1305.25,58,94,Affluent Customer,10
75.48,58,94,Affluent Customer,10
830.24,58,94,Affluent Customer,10
617.67,58,94,Affluent Customer,10
114.93,58,94,Affluent Customer,10
1069.55,55,81,Affluent Customer,7
1069.55,55,81,Affluent Customer,7
4.8,55,81,Affluent Customer,7
199.1,55,81,Affluent Customer,7
75.48,30,13,High Net Worth,1
1230.3,30,13,High Net Worth,1
448.68,30,13,High Net Worth,1
144.26,30,13,High Net Worth,1
400.65,30,13,High Net Worth,1
374.09,30,13,High Net Worth,1
1028.76,34,29,Mass Customer,7
617.67,34,29,Mass Customer,7
509.97,34,29,Mass Customer,7
64.51,25,77,Mass Customer,3
471.6,25,77,Mass Customer,3
617.67,25,77,Mass Customer,3
1806.79,25,77,Mass Customer,3
908.77,25,77,Mass Customer,3
1702.55,25,77,Mass Customer,3
745.94,25,77,Mass Customer,3
72.6,46,57,Mass Customer,9
827.16,46,57,Mass Customer,9
198.22,43,47,Affluent Customer,8
201.35,43,47,Affluent Customer,8
1028.76,43,47,Affluent Customer,8
1055.82,43,26,High Net Worth,9
75.48,43,26,High Net Worth,9
43.97,43,26,High Net Worth,9
227.26,43,26,High Net Worth,9
43.97,43,26,High Net Worth,9
1305.25,43,26,High Net Worth,9
459.46,43,26,High Net Worth,9
155.65,56,34,Mass Customer,5
152.55,56,34,Mass Customer,5
35.13,56,34,Mass Customer,5
400.65,56,34,Mass Customer,5
144.26,28,93,Mass Customer,4
737.57,28,93,Mass Customer,4
450.77,28,93,Mass Customer,4
75.75,28,93,Mass Customer,4
144.26,43,89,High Net Worth,10
812.44,43,89,High Net Worth,10
75.75,43,89,High Net Worth,10
110.56,43,89,High Net Worth,10
1230.3,43,89,High Net Worth,10
1544.61,43,89,High Net Worth,10
1295.43,43,89,High Net Worth,10
64.93,65,42,Affluent Customer,8
25.02,65,42,Affluent Customer,8
43.97,65,42,Affluent Customer,8
227.26,65,42,Affluent Customer,8
57.73,65,42,Affluent Customer,8
1702.55,65,42,Affluent Customer,8
1069.55,41,31,High Net Worth,9
139.23,41,31,High Net Worth,9
1344.33,41,31,High Net Worth,9
451.65,41,31,High Net Worth,9
827.16,41,31,High Net Worth,9
509.97,41,31,High Net Worth,9
431.33,41,31,High Net Worth,9
57.73,58,15,Mass Customer,10
834.94,58,15,Mass Customer,10
1630.25,58,15,Mass Customer,10
90.1,58,15,Mass Customer,10
110.81,58,15,Mass Customer,10
14.23,58,15,Mass Customer,10
14.23,58,15,Mass Customer,10
812.44,58,15,Mass Customer,10
583.27,52,55,Mass Customer,10
145.94,52,55,Mass Customer,10
195.34,44,60,High Net Worth,11
114.93,44,60,High Net Worth,11
459.46,44,60,High Net Worth,11
1630.25,44,60,High Net Worth,11
167.21,44,60,High Net Worth,11
1544.61,44,60,High Net Worth,11
14.23,44,60,High Net Worth,11
1279.4,44,60,High Net Worth,11
1531.93,44,60,High Net Worth,11
1230.3,44,60,High Net Worth,11
745.94,44,60,High Net Worth,11
64.93,44,60,High Net Worth,11
4.8,44,60,High Net Worth,11
110.56,65,44,Affluent Customer,5
135.85,65,44,Affluent Customer,5
110.56,65,44,Affluent Customer,5
139.23,65,44,Affluent Customer,5
217.51,65,44,Affluent Customer,5
834.94,65,44,Affluent Customer,5
110.56,38,76,Affluent Customer,9
693.76,38,76,Affluent Customer,9
189.28,38,76,Affluent Customer,9
198.22,38,76,Affluent Customer,9
1230.3,38,76,Affluent Customer,9
1544.61,38,76,Affluent Customer,9
617.67,38,76,Affluent Customer,9
64.51,38,76,Affluent Customer,9
617.67,38,76,Affluent Customer,9
445.21,38,76,Affluent Customer,9
139.23,38,76,Affluent Customer,9
1344.33,38,76,Affluent Customer,9
445.21,45,32,Mass Customer,4
15.08,45,32,Mass Customer,4
129.01,45,32,Mass Customer,4
155.65,45,32,Mass Customer,4
114.93,45,32,Mass Customer,4
921.46,45,32,Mass Customer,4
64.93,45,32,Mass Customer,4
217.51,51,23,Affluent Customer,8
357.74,51,23,Affluent Customer,8
1069.55,51,23,Affluent Customer,8
155.65,51,23,Affluent Customer,8
110.81,51,23,Affluent Customer,8
908.77,51,23,Affluent Customer,8
25.02,51,23,Affluent Customer,8
547.28,44,21,Affluent Customer,6
903.11,44,21,Affluent Customer,6
1295.43,44,21,Affluent Customer,6
182.81,44,21,Affluent Customer,6
830.24,44,21,Affluent Customer,6
531.96,31,58,Mass Customer,8
448.68,31,58,Mass Customer,8
1279.4,31,58,Mass Customer,8
198.29,31,58,Mass Customer,8
908.77,31,58,Mass Customer,8
155.65,31,58,Mass Customer,8
199.1,31,58,Mass Customer,8
114.93,56,47,High Net Worth,9
1028.76,56,47,High Net Worth,9
745.94,56,47,High Net Worth,9
198.22,56,47,High Net Worth,9
25.02,56,47,High Net Worth,9
1531.93,56,47,High Net Worth,9
400.65,44,15,Mass Customer,9
4.8,44,15,Mass Customer,9
217.51,44,15,Mass Customer,9
1592.19,44,15,Mass Customer,9
547.28,44,15,Mass Customer,9
745.94,39,34,Affluent Customer,4
1279.4,39,34,Affluent Customer,4
450.77,39,34,Affluent Customer,4
471.6,39,34,Affluent Customer,4
309.81,39,34,Affluent Customer,4
139.23,49,46,Affluent Customer,2
209.84,49,46,Affluent Customer,2
374.09,49,46,Affluent Customer,2
1069.55,49,46,Affluent Customer,2
57.73,49,46,Affluent Customer,2
143.36,49,46,Affluent Customer,2
1230.27,49,46,Affluent Customer,2
1134.8,32,79,Mass Customer,10
41.13,32,79,Mass Customer,10
771.12,32,79,Mass Customer,10
133.38,32,79,Mass Customer,10
75.75,32,79,Mass Customer,10
583.27,32,79,Mass Customer,10
45.96,42,36,Affluent Customer,8
456.45,42,36,Affluent Customer,8
547.28,42,36,Affluent Customer,8
903.11,42,36,Affluent Customer,8
817.36,42,36,Affluent Customer,8
834.94,57,27,High Net Worth,12
227.26,57,27,High Net Worth,12
198.29,57,27,High Net Worth,12
129.01,57,27,High Net Worth,12
72.6,60,49,Affluent Customer,11
1630.25,60,49,Affluent Customer,11
921.46,60,49,Affluent Customer,11
145.94,28,92,Mass Customer,10
830.24,28,92,Mass Customer,10
471.6,28,92,Mass Customer,10
1230.3,28,92,Mass Customer,10
1103.43,28,92,Mass Customer,10
547.28,21,97,Mass Customer,3
1544.61,21,97,Mass Customer,3
144.26,21,97,Mass Customer,3
531.96,21,97,Mass Customer,3
114.93,21,97,Mass Customer,3
471.6,21,97,Mass Customer,3
456.45,21,97,Mass Customer,3
1592.19,21,97,Mass Customer,3
1531.93,21,97,Mass Customer,3
114.93,23,46,Mass Customer,10
70.92,23,46,Mass Customer,10
110.56,23,46,Mass Customer,10
573.45,23,46,Mass Customer,10
830.24,23,46,Mass Customer,10
1230.3,23,46,Mass Customer,10
830.24,23,46,Mass Customer,10
41.13,41,61,Mass Customer,5
41.13,41,61,Mass Customer,5
133.78,41,61,Mass Customer,5
25.02,41,61,Mass Customer,5
57.73,41,61,Mass Customer,5
1617.3,41,61,Mass Customer,5
72.6,35,4,Mass Customer,3
195.34,35,4,Mass Customer,3
374.09,35,4,Mass Customer,3
45.96,35,4,Mass Customer,3
1806.79,35,4,Mass Customer,3
1592.19,35,4,Mass Customer,3
139.23,35,4,Mass Customer,3
1702.55,35,4,Mass Customer,3
139.23,35,4,Mass Customer,3
35.13,35,4,Mass Customer,3
133.78,34,61,Affluent Customer,5
448.68,34,61,Affluent Customer,5
450.77,34,61,Affluent Customer,5
135.85,34,61,Affluent Customer,5
72.6,34,61,Affluent Customer,5
135.85,34,26,Mass Customer,2
693.76,34,26,Mass Customer,2
201.35,34,26,Mass Customer,2
1702.55,34,26,Mass Customer,2
144.26,34,26,Mass Customer,2
1134.8,34,26,Mass Customer,2
14.23,42,41,Mass Customer,9
35.13,42,41,Mass Customer,9
450.77,42,41,Mass Customer,9
110.56,42,41,Mass Customer,9
1295.43,42,41,Mass Customer,9
75.14,42,41,Mass Customer,9
45.96,42,41,Mass Customer,9
1134.8,36,23,Mass Customer,10
450.77,36,23,Mass Customer,10
1702.55,36,23,Mass Customer,10
450.77,36,23,Mass Customer,10
199.1,36,23,Mass Customer,10
1592.19,36,23,Mass Customer,10
198.22,36,23,Mass Customer,10
1630.25,46,47,Mass Customer,8
1660.88,46,47,Mass Customer,8
617.67,46,47,Mass Customer,8
1806.79,46,47,Mass Customer,8
509.97,46,47,Mass Customer,8
189.28,46,47,Mass Customer,8
189.28,46,47,Mass Customer,8
1617.3,20,79,Affluent Customer,7
834.94,20,79,Affluent Customer,7
1702.55,20,79,Affluent Customer,7
512.33,20,79,Affluent Customer,7
374.09,20,79,Affluent Customer,7
309.81,34,38,Mass Customer,9
133.38,34,38,Mass Customer,9
1028.76,34,38,Mass Customer,9
128.46,34,38,Mass Customer,9
431.33,50,83,Affluent Customer,3
1305.25,50,83,Affluent Customer,3
908.77,50,83,Affluent Customer,3
374.09,50,83,Affluent Customer,3
309.81,50,83,Affluent Customer,3
1344.33,50,83,Affluent Customer,3
72.6,50,83,Affluent Customer,3
15.08,57,38,Mass Customer,1
1230.3,57,38,Mass Customer,1
64.51,57,38,Mass Customer,1
75.75,57,38,Mass Customer,1
1531.93,57,38,Mass Customer,1
217.51,50,10,High Net Worth,5
309.81,50,10,High Net Worth,5
471.6,50,10,High Net Worth,5
374.09,50,10,High Net Worth,5
139.23,50,10,High Net Worth,5
745.94,50,10,High Net Worth,5
144.26,50,10,High Net Worth,5
1544.61,50,10,High Net Worth,5
195.34,41,65,High Net Worth,3
35.13,41,65,High Net Worth,3
445.21,41,65,High Net Worth,3
921.46,41,65,High Net Worth,3
445.21,41,65,High Net Worth,3
133.38,41,65,High Net Worth,3
201.35,41,65,High Net Worth,3
57.73,43,45,Affluent Customer,10
903.11,43,45,Affluent Customer,10
64.51,43,45,Affluent Customer,10
45.96,43,45,Affluent Customer,10
198.22,43,45,Affluent Customer,10
189.28,43,45,Affluent Customer,10
75.48,48,79,Mass Customer,9
217.51,48,79,Mass Customer,9
145.94,48,79,Mass Customer,9
114.93,30,14,Mass Customer,10
827.16,30,14,Mass Customer,10
114.93,30,14,Mass Customer,10
43.97,30,14,Mass Customer,10
617.67,30,14,Mass Customer,10
198.22,30,14,Mass Customer,10
817.36,30,14,Mass Customer,10
1134.8,30,14,Mass Customer,10
182.81,30,14,Mass Customer,10
64.51,30,14,Mass Customer,10
830.24,43,75,Mass Customer,3
431.33,43,75,Mass Customer,3
75.75,43,75,Mass Customer,3
903.11,43,75,Mass Customer,3
693.76,43,75,Mass Customer,3
1660.88,43,75,Mass Customer,3
1230.27,23,23,Mass Customer,9
70.92,23,23,Mass Customer,9
114.93,23,23,Mass Customer,9
1230.3,23,23,Mass Customer,9
43.97,23,23,Mass Customer,9
64.93,43,68,Mass Customer,5
830.24,43,68,Mass Customer,5
57.73,43,68,Mass Customer,5
227.26,65,19,Mass Customer,6
448.68,65,19,Mass Customer,6
25.02,65,19,Mass Customer,6
641.64,43,13,High Net Worth,8
1103.43,43,13,High Net Worth,8
451.65,43,13,High Net Worth,8
357.74,43,13,High Net Worth,8
512.33,43,13,High Net Worth,8
133.78,43,13,High Net Worth,8
1305.25,43,13,High Net Worth,8
450.77,43,13,High Net Worth,8
45.96,43,13,High Net Worth,8
35.13,45,28,High Net Worth,10
451.65,45,28,High Net Worth,10
1069.55,45,28,High Net Worth,10
195.34,45,28,High Net Worth,10
802.26,45,28,High Net Worth,10
434.14,48,45,High Net Worth,7
1028.76,48,45,High Net Worth,7
374.09,48,45,High Net Worth,7
1069.55,48,45,High Net Worth,7
155.65,48,45,High Net Worth,7
374.09,46,23,Mass Customer,8
143.36,46,23,Mass Customer,8
797.61,46,23,Mass Customer,8
143.36,46,23,Mass Customer,8
374.09,46,23,Mass Customer,8
812.44,46,23,Mass Customer,8
139.23,30,74,High Net Worth,9
72.6,30,74,High Net Worth,9
357.74,30,74,High Net Worth,9
1531.93,30,74,High Net Worth,9
1305.25,30,74,High Net Worth,9
617.67,30,74,High Net Worth,9
35.13,30,74,High Net Worth,9
797.61,30,74,High Net Worth,9
908.77,61,17,Mass Customer,9
201.35,61,17,Mass Customer,9
110.56,61,17,Mass Customer,9
4.8,61,17,Mass Customer,9
827.16,61,17,Mass Customer,9
152.55,61,17,Mass Customer,9
693.76,61,17,Mass Customer,9
830.24,51,66,Affluent Customer,8
709.34,51,66,Affluent Customer,8
1305.25,51,66,Affluent Customer,8
431.33,45,10,Affluent Customer,8
41.13,45,10,Affluent Customer,8
43.97,45,10,Affluent Customer,8
133.78,45,10,Affluent Customer,8
201.35,45,10,Affluent Customer,8
641.64,45,10,Affluent Customer,8
